,Title,Topic,Date,File Link,download_loc
5747,Correspondence with HM Revenue and Customs relating to the Regional Centre in Stratford,,Published 30 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-HMRC-Regional-stratford-230118.pdf,
5748,Correspondence with HM Treasury relating to the Equitable Life Payment Scheme,,Published 30 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-hmt-Equitable-Life-Payment-Scheme-220118.pdf,
5749,"Correspondence with the Department for Housing, Communities and Local Government relating to the Committee’s Sixty-third Report of Session 2016—17 on Housing: State of the Nation",,Published 30 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-Melanie-Dawes-Housing-state-Nation-100118.pdf,
5750,Correspondence with the Department for Education relating to the insolvency of Carillion PLC,,Published 30 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondnece-DfE-Carillion-250118.pdf,
5751,Correspondence with Camelot,Inquiry Decline in National Lottery Income inquiry,Published 24 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Camelot-national-Lottery-Funding-190118.pdf,
5752,"Correspondence with Andy Palmer, Chief Executive, Learndirect Ltd.",Inquiry Funding of Learndirect Ltd inquiry,Published 24 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-andy-palmer-Learndirect-180118.pdf,
5753,Correspondence with Oftsted,Inquiry Funding of Learndirect Ltd inquiry,Published 24 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-Ofsted-Learndirect-180118.pdf,
5754,Correspondence with Interserve,Inquiry Government Contracts for Community Rehabilitation Companies inquiry,Published 24 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-Interserve-Community-Rehabilitatio-Companies-190118.pdf,
5755,Correspondence with NHS England,Inquiry Investigation into NHS continuing healthcare funding,Published 24 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-NHS-England-Continuing-healthcare-120118.pdf,
5756,"Correspondence with the Department for Business, Energy and Industrial Strategy relating to the Committee’s Thirty-ninth Report of Session 2016—17 on Consumer-funded energy policies",,Published 24 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/BEIS-consumer-funded-energy-policies-180118.pdf,
5757,Correspondence from the Chair of the Public Accounts Committee to the Chief Executive of HMRC relating to plans for a regional centre in Stratford,,Published 10 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-hmrc-stratford-100118.pdf,
5758,"Correspondence with David Peattie, CEO, Nuclear Decommissioning Authority, dated 5 January 2018",Inquiry Nuclear Decommissioning Authority: The Magnox Contract inquiry,Published 10 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/NDA-Magnox-Contract-231117.pdf,
5759,Correspondence with Ministry of Defence relating to the procurement of Mechanised Infantry Vehicles,,Published 10 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/correspondence-moj-mechanised-infantry-vechicles-211217.pdf,
5760,Correspondence with Ministry of Defence relating to contingent liabilities,,Published 10 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-mod-DEandS-Contingent-liabilities.pdf,
5761,"Correspondence from John Clarke, former CEO, Nuclear Decommissioning Authority, dated 15 December 2017",Inquiry Nuclear Decommissioning Authority: The Magnox Contract inquiry,Published 10 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-john-clarke-ceo-nda-151217.PDF,
5762,"Correspondence with the Ministry of Defence relating to the Committee’s Report on Delivering the defence estate, forty-seventh Report of the session 2016-17",,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-MOD-defence-Estate-301117.pdf,
5763,"Correspondence with the National Citizen Service Trust relating to the Committee’s Report on the National Citizen Service, forty-sixth Report of the session 2016-17",Inquiry National Citizen Service inquiry,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-National-Citizen-Service-Trust-nov-2017.pdf,
5764,Correspondence with HM Treasury,Inquiry Government borrowing and whole of government accounts inquiry,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-government-borrowing-hmt-071217.pdf,
5765,Correspondence with TES,Inquiry Retaining and developing the teaching workforce inquiry,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondnece-TES-Teaching-workforce-051217.pdf,
5766,Correspondence with Home Office,Inquiry Brexit and the borders inquiry,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondnece-Brexit-borders-ho-081217.pdf,
5767,Correspondence with HM Revenue and Customs relating to the new regional centre in Stratford,,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-HMRC-stratford-071217.pdf,
5768,Correspondence with the Cabinet Office relating to Managing government spending and performance,,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-co-Managing-Government-Spending-Performance-281117.pdf,
5769,Correspondence with the Cabinet Office relating to the Committee’s Thirty-eighth Report of the Session 2016–17 on Protecting information across government,,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-co-protecting-Information-Across-Government-061217.pdf,
5770,Correspondence with Ministry of Justice relating to the Committee’s Seventeenth Report of the Session 2016–17 on Transforming Rehabilitation,,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-moj-Transforming-Rehabilitation-141217.pdf,
5771,Correspondence with Department for Transport,Inquiry High Speed 2 Limited Annual Report and Accounts inquiry,Published 3 January 2018,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-dft-%20HS2-161117.pdf,
5772,Correspondence with HM Treasury relating to the Committee’s Seventeenth Report of the Session 2013–14 on Administering the Equitable Life Payment Scheme,,Published 21 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/hmt-administering-equitable-life-payment-scheme-2111217.pdf,
5773,Correspondence with Ofwat relating to their upcoming price review,,Published 13 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-ofwat-price-review-131217.pdf,
5774,Correspondence with Department of Health relating to Department of Health Annual Report and Accounts 2016–17,Inquiry Department of Health Accounts inquiry,Published 6 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/correspondence-dh-annual-report-accounts.pdf,
5775,Correspondence with Chief Executive Officer PA Consulting relating to the Committee’s Report on UKTI and the contract with PA Consulting,Inquiry UKTI & the contract with PA Consulting inquiry,Published 6 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-ceo-pa-consulting-041217.pdf,
5776,Correspondence with Department for Business Energy and Industrial Strategy relating to the Committee’s Report on Carbon Capture and Storage,Inquiry Carbon Capture and Storage inquiry,Published 6 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-beis-ccs-report-041217.pdf,
5777,"Correspondence with Permanent Secretary, Cabinet Office relating to the Committee’s Report on UKTI and the contract with PA consulting",Inquiry UKTI & the contract with PA Consulting inquiry,Published 6 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-co-ukti-pa-consulting-041217.pdf,
5778,"Correspondence with Government Chief Commercial Officer, Cabinet Office relating to the Committee’s Report on UKTI and the contract with PA consulting",Inquiry UKTI & the contract with PA Consulting inquiry,Published 6 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-cco-ukti-pa-consulting-041217.pdf,
5779,Correspondence with Department for Communities and Local Government relating to the Committee’s Report on Housing: state of the Nation,Inquiry Housing - State of the Nation inquiry,Published 6 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-dclg-house-state-nation-041217.pdf,
5780,Correspondence with the Ministry of Defence relating to the Committee’s Forty-seventh Report of Session 2016-17 on Delivering the defence estate,Inquiry The Defence Estate inquiry,Published 5 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-MOD-Follow-up-Delivering-Defence-Estate-301117.pdf,
5781,Correspondence with the National Citizen Service Trust relating to the Committee’s Forty-sixth Report of Session 2016-17 on the National Citizen Service,Inquiry National Citizen Service inquiry,Published 5 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-ncs-Trust-Response-nov-17.pdf,
5782,Correspondence with the Cabinet Office relating to managing government spending and performance,,Published 5 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-Cabinet-Managing-Government-Spending-Performance-281117.pdf,
5783,Evidence from Which? regarding the Growing Threat of Online Fraud,Inquiry The Growing Threat of Online Fraud inquiry,Published 5 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/evidence-which-online-fraud.pdf,
5784,Correspondence from UK Finance relating to Online fraud,Inquiry The Growing Threat of Online Fraud inquiry,Published 4 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-UK-Finance-re-Online-fraud-241117.pdf,
5785,Correspondence with the Secretary of State for Defence,,Published 1 December 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-sos-defence-301117.pdf,
5786,Correspondence with Home Office relating to Emergency Services Network,Inquiry Emergency Services Network: progress review inquiry,Published 30 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-ho-esn-271117.pdf,
5787,Correspondence from EDF relating to Hinkley Point C,Inquiry Hinkley Point C inquiry,Published 29 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-EDF-re-Hinkley-Point-C-221117.pdf,
5788,Correspondence with Department of Health,Inquiry Department of Health Accounts inquiry,Published 21 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-dh-271017.pdf,
5789,Correspondence with Chancellor of the Exchequer relating to the International Financial Assistance Programme for Ireland,,Published 21 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-chancellor-International-financial-assistance-progamme-Ireland-011117.pdf,
5790,Correspondence with National Union of Students relating to Learndirect,,Published 21 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-Learndirect-nus-081117.pdf,
5791,Correspondence with Department of Health relating to NHS Shared Business Services,Inquiry NHS Shared Business Services inquiry,Published 20 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-dh-nhs-sbb-061117.pdf,
5792,"Correspondence from the Chair to Department for Education Permanent Secretary, re. Departmental Annual Reports and Accounts, dated 14 November 2017",Inquiry Department for Education Accounts inquiry,Published 14 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/chair-dfe-perm-sec-annual-report-accounts-141117.pdf,
5793,Correspondence with the Department for Communities and Local Government relating to the Review of Local Enterprise Partnership Governance and Transparency,,Published 3 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/treasury/Correspondence/2017-19/Correspondence-DCLG-LEP-transparency-261017.pdf,
5794,"Correspondence with the National Citizen Service Trust relating to the Committee's Report on National Citizen Service, Forty-sixth Report of Session 2016–17",Inquiry National Citizen Service inquiry,Published 3 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/treasury/Correspondence/2017-19/Correspondence-ncs-Governance-sep-17.pdf,
5795,Correspondence with HMRC relating to the Departments' report on 'Measuring the tax gap',,Published 3 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/treasury/Correspondence/2017-19/Correspondence-HMRC-Measuring-tax-gaps-261017.pdf,
5796,Correspondence with Department for Transport relating to High Speed 2 Ltd.’s Annual Report and Accounts,Inquiry High Speed 2 Limited Annual Report and Accounts inquiry,Published 3 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/treasury/Correspondence/2017-19/Correspondence-HS2-dft-251017.pdf,
5797,Correspondence with Age UK relating to online fraud,Inquiry The Growing Threat of Online Fraud inquiry,Published 3 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/treasury/Correspondence/2017-19/Written-evidence-Age-UK-Online-Fraud-261017.pdf,
5798,Correspondence with the Department for Education relating to the Committee's forty-ninth Report of the Session 2016–17 on Financial sustainability of schools,,Published 3 November 2017,https://www.parliament.uk/globalassets/documents/commons-committees/treasury/Correspondence/2017-19/Correspondence-DfE-Financial-sustainability-schools-301017.pdf,
5799,"Letter from the Chair to Permanent Secretary at the Department of Health , re. Annual Report and Accounts for 2016–17, dated 31 October 2017",Inquiry Department of Health Accounts inquiry,Published 31 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-chair-dh-perm-sec-3111017.pdf,
5800,Correspondence with Personal Injury Claims Arbitration Service Ltd.,Inquiry Cost of Clinical Negligence in Trusts inquiry,Published 27 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/personal-injury-claims-ltd-231017.pdf,
5801,Correspondence with Cifas,Inquiry The Growing Threat of Online Fraud inquiry,Published 27 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/cifas-october-2017.pdf,
5802,Correspondence with Ministry of Defence,Inquiry Delivering Carrier Strike inquiry,Published 27 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/mod-delivering-carrier-strike-201017.pdf,
5803,"Correspondence with Department for Work and Pensions relating to the Committee’s Report on Universal Credit fraud and error: progress review, Twenty-third Report of the Session 2016-17",Inquiry Universal Credit: progress review inquiry,Published 27 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-DWP-Universal-Credit-201017.pdf,
5804,Correspondence with HMRC relating to delivery of the Customs Declaration Service,Inquiry Brexit and the future of Customs inquiry,Published 25 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-HMRC-Brexit-future-Customs-131017.pdf,
5805,Correspondence with the Home Secretary relating to the Committee's inquiry on the growing threat of online fraud,Inquiry The Growing Threat of Online Fraud inquiry,Published 23 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-home-secretary-online-fraud-201017.pdf,
5806,Correspondence from Department for Transport on Rail Infrastructure Funding 2019–2024,,Published 18 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/letter-rail-infrastructure-funding-sos-121017.pdf,
5807,Correspondence from the Crown Commercial Service on Government spending with SMEs,,Published 18 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Letter-CEO-CCS-to-chair-111017.pdf,
5808,Correspondence from learndirect relating to the NAO learndirect inquiry,,Published 11 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-learndirect-180917.pdf,
5809,Correspondence from Department for Education relating to Learndirect,,Published 11 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-dfe-slater-learndirect.pdf,
5810,Correspondence from Chair of the Public Accounts Committee to the Department for Education relating to Learndirect,,Published 11 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-chair-dfe-re-learndirect.pdf,
5811,Correspondence on Contract management – Cabinet Office,,Published 10 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-co-transforming-contract-management-140217.pdf,
5812,Correspondence from the Department for Communities and Local Government relating to the Committee’s Report on Financial sustainability of local authorities,,Published 10 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-financial-sustainability-DCLG-210917.pdf,
5813,Correspondence from the Department for Education relating to the Committee’s Report on Child Protection,Inquiry Child Protection inquiry,Published 10 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-dfe-Child-Protection-180917.pdf,
5814,Correspondence from the Home Office relating to the Committee’s Report on Confiscation Orders,Inquiry Confiscation Orders – progress review inquiry,Published 10 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-ho-confiscation-orders-update-290917.pdf,
5815,Correspondence from the Home Office relating to the Committee’s Report on the Emergency Services Network,Inquiry Emergency Services Communications inquiry,Published 10 October 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspodence-ho-update-ESN-280917.pdf,
5816,"Correspondence with the BBC relating to the Committee’s Fifty-ninth Report of Session 2016-17, The BBC Licence Fee",Inquiry BBC Licence Fee inquiry,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-re-BBC-License-Fee-17-19.pdf,
5817,"Correspondence with the Department for International Development relating to the Committee’s Fifty-fourth Report of Session 2016-17, Department for International Development: Investing through the CDC",Inquiry The Commonwealth Development Corporation inquiry,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspodence-DfID-CDC-Report-17-19.pdf,
5818,"Correspondence with the Government Property Unit relating to the Committee’s Fifty-third Report of Session 2016-17, The HMRC Estate",Inquiry The HMRC Estate inquiry,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-GPU-HMRC-Estate-220617.pdf,
5819,"Correspondence with HMRC relating to the Committee’s Thirty-sixth Report of Session 2016-17, Collecting tax from high net worth individuals",,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-HMRC-high-net-worth-individuals-220717.pdf,
5820,"Correspondence with HMRC relating to the Committee’s Fifty-third Report of Session 2016-17, The HMRC Estate",Inquiry The HMRC Estate inquiry,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspodence-HMRC-Estate-160617.pdf,
5821,"Correspondence with the Home Office relating to the Committee’s Thirty-fourth Report of Session 2016-17, The Syrian Vulnerable People’s Resettlement Programme",Inquiry Syrian Resettlement Programme inquiry,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-ho-Syrian-Vulnerable-Persons-060917.pdf,
5822,"Correspondence with NHS England relating to the Committee’s Fifty-eighth Report of Session 2016-17, Local support for people with a learning disability",Inquiry Care for people with learning disabilities inquiry,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-NHS-England-care-people-with-learning-disabilities-260717.PDF,
5823,"Correspondence with the Secretary of State, Department of Health relating to the Department for Health’s Annual Report and Accounts",,Published 13 September 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2017-19/Correspondence-Jeremy-Hunt-DH-Annual-report-accounts-040817.pdf,
5824,"Correspondence from the Department for Work and Pensions, relating to the National Employment Savings Trust",,Published 25 April 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-dwp-National-Employment-Savings-Trust-200417.pdf,
5825,Correspondence from Gareth Rhys Williams to the Chair relating to progress on improving contract management and commercial capacity,,Published 22 March 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Gareth-Rhys-williams%20-transforming-contract-management-140217%20.pdf,
5826,Correspondence from the Department of Health relating to Late Payment of Creditors,,Published 20 March 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-dfh-late-payment-creditors-170317.pdf,
5827,"Correspondence from the Department for Business, Energy and Industrial Strategy, relating to the Government response to the Committee's report on Better Regulation",Inquiry Better Regulation inquiry,Published 7 March 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-BEIS-Government-response-Better-Regulation-010317.pdf,
5828,"Correspondence from Chris Wormald, Permanent Secretary to the Department of Health relating to an update on the NHS Shared Business Services patient correspondence incident",,Published 27 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-dfh-Update-NHS-Shared-Business-Services-240217.pdf,
5829,Correspondence from the Secretary of State for Communities and Local Government relating to the housing white paper – Fixing our Broken Housing Market,,Published 22 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-DCLG-Housing-White-Paper-080217.pdf,
5830,"Correspondence from the Permanent Secretary to the Department for Business, Energy and Industrial Strategy relating to the Committee's report on Better regulation",,Published 21 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-BEIS-Better-Regulation-160217.pdf,
5831,Correspondence from Permanent Secretary to the Department of Work and Pensions relating to the target for underpayment of benefits,,Published 21 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-DWP-underpayment-benefits-310117.pdf,
5832,Correspondence from Andrew Bailey of the Financial Conduct Authority relating to the Government response to the Committee's report on Financial services mis-selling,,Published 21 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-FCA-Financial-services-mis-selling-300117.pdf,
5833,Correspondence from Permanent Secretary to the HMRC relating to the accuracy of measuring tax credits,,Published 21 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-HMRC-Accuracy-measuring-tax-credits-201216.pdf,
5834,Correspondence from the Permanent Secretary to HM Treasury relating to the Garden Bridge,,Published 9 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-HMT-Evaluation-Garden-Bridge.pdf,
5835,Correspondence from the Permanent Secretary to the Department for Work and Pensions relating to the Committee's Eighteenth Report of Session 2015–16: Automatic enrolment to workplace pensions,Inquiry Automatic enrolment to workplace pensions inquiry,Published 6 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Auto-enrolment-workplace-pensions-250117.pdf,
5836,Correspondence from the Cabinet Office relating to the Committee's Twenty-third Report of Session 2014–15: Transforming contract management,Inquiry Transforming government’s contract management,Published 6 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/tranforming-contract-management-response-090117.pdf,
5837,Correspondence from the Permanent Secretary to HM Treasury relating to the Garden Bridge,,Published 1 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-hmtGarden-Bridge-230117.pdf,
5838,Correspondence from the Chief Executive of the Green Deal Finance Company relating to the sale of the GDFC,,Published 1 February 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/sale-Green-Deal-Finance-Company-160117.pdf,
5839,"Correspondence from the Permanent Secretary to the Home Office relating to the Committee's Seventh Report of Session 2016–17, Confiscation orders: progress review",Inquiry Confiscation Orders – progress review inquiry,Published 23 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Home-Office-Confiscation-Orders-130117.pdf,
5840,Correspondence from the Chief Executive of Annington Limited relating to service family accommodation,Inquiry Service Family Accommodation inquiry,Published 23 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Annington-Homes-Service-Family-110117.pdf,
5841,"Correspondence from the Permanent Secretary to the Treasury relating to the Committee's Thirty-ninth Report of Session 2015–16, Accountability to Parliament for taxpayers' money",,Published 16 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-hmt-Accountability-taxpayers-money-191216.pdf,
5842,"Correspondence from the Permanent Secretary to the Department of Health relating to the Committee's Report, Care Quality Commission",,Published 11 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Department-Health-CQC-report-161216.pdf,
5843,"Correspondence from the Permanent Secretary to the Department for Communities and Local Government relating to the Committee’s Report, Cities and Local Growth",,Published 11 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-DCLG-Cities-Local-Growth-151216.pdf,
5844,"Correspondence from the Secretary of State for Business, Energy and Industrial Strategy relating to Consumer Funded Policies and the Levy Control Framework",,Published 11 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-BEIS-Levy-Control-Framework-301116.pdf,
5845,Correspondence from the Secretary of State for Health relating to NHS funding,,Published 11 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/SoS-Health-Chair-NHS-Funding-151216.pdf,
5846,"Correspondence from the Permanent Secretary to the Department of Health relating to the Committee's Report, Discharging older patients from hospital",,Published 11 January 2017,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/PermSec-DH-Chair-update-discharging-older-patients-090117.pdf,
5847,"Letter to Prime Minister regarding health and social care, 6 January 2017",,Published 6 January 2017,http://www.publications.parliament.uk/pa/cm201617/cmselect/cmcomloc/170106-Letter-to-Prime-Minister-on-social-care-and-NHS.pdf,
5848,Correspondence from the Chair to the Permanent Secretary to HM Treasury relating to the Garden Bridge,,Published 15 December 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/161214-Chair-to-Perm-Sec-HM-Treasury-re-Garden-Bridge.pdf,
5849,Correspondence from NHS England relating to adult diabetes services,Inquiry Management of adult diabetes services in the NHS: progress review inquiry,Published 12 December 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-nhs-england-chair-051216.pdf,
5850,Correspondence from the Permanent Secretary to HM Revenue and Customs relating to HMRC's contract with Concentrix,,Published 14 November 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-HMRC-re-Concentrix-contract-111116.pdf,
5851,"Correspondence from the Permanent Secretary to the Department for Environment, Food and Rural Affairs relating to flood defence spending",,Published 14 November 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-Defra-re-flood-defence-spending-091116.pdf,
